wl,Ag_k,PDMS_k
18.98,122.170370,0.04401111
18.99,122.224074,0.04402222
19.00,122.277778,0.04403333
19.01,122.331481,0.04404444
19.02,122.385185,0.04405556
19.03,122.438889,0.04406667
19.04,122.492593,0.04407778
19.05,122.546296,0.04408889
19.06,122.600000,0.04410000
19.07,122.651724,0.04415517
19.08,122.703448,0.04421034
19.09,122.755172,0.04426552
19.10,122.806897,0.04432069
19.11,122.858621,0.04437586
19.12,122.910345,0.04443103
19.13,122.962069,0.04448621
19.14,123.013793,0.04454138
19.15,123.065517,0.04459655
19.16,123.117241,0.04465172
19.17,123.168966,0.04470690
19.18,123.220690,0.04476207
19.19,123.272414,0.04481724
19.20,123.324138,0.04487241
19.21,123.375862,0.04492759
19.22,123.427586,0.04498276
19.23,123.479310,0.04503793
19.24,123.531034,0.04509310
19.25,123.582759,0.04514828
19.26,123.634483,0.04520345
19.27,123.686207,0.04525862
19.28,123.737931,0.04531379
19.29,123.789655,0.04536897
19.30,123.841379,0.04542414
19.31,123.893103,0.04547931
19.32,123.944828,0.04553448
19.33,123.996552,0.04558966
19.34,124.048276,0.04564483
19.35,124.100000,0.04570000
19.36,124.151724,0.04566552
19.37,124.203448,0.04563103
19.38,124.255172,0.04559655
19.39,124.306897,0.04556207
19.40,124.358621,0.04552759
19.41,124.410345,0.04549310
19.42,124.462069,0.04545862
19.43,124.513793,0.04542414
19.44,124.565517,0.04538966
19.45,124.617241,0.04535517
19.46,124.668966,0.04532069
19.47,124.720690,0.04528621
19.48,124.772414,0.04525172
19.49,124.824138,0.04521724
19.50,124.875862,0.04518276
19.51,124.927586,0.04514828
19.52,124.979310,0.04511379
19.53,125.031034,0.04507931
19.54,125.082759,0.04504483
19.55,125.134483,0.04501034
19.56,125.186207,0.04497586
19.57,125.237931,0.04494138
19.58,125.289655,0.04490690
19.59,125.341379,0.04487241
19.60,125.393103,0.04483793
19.61,125.444828,0.04480345
19.62,125.496552,0.04476897
19.63,125.548276,0.04473448
19.64,125.600000,0.04470000
19.65,125.684211,0.04461000
19.66,125.768421,0.04452000
19.67,125.852632,0.04443000
19.68,125.936842,0.04434000
19.69,126.021053,0.04425000
19.70,126.105263,0.04416000
19.71,126.189474,0.04407000
19.72,126.273684,0.04398000
19.73,126.357895,0.04389000
19.74,126.442105,0.04380000
19.75,126.526316,0.04371000
19.76,126.610526,0.04362000
19.77,126.694737,0.04353000
19.78,126.778947,0.04344000
19.79,126.863158,0.04335000
19.80,126.947368,0.04326000
19.81,127.031579,0.04317000
19.82,127.115789,0.04308000
19.83,127.200000,0.04299000
19.84,127.284211,0.04290000
19.85,127.368421,0.04281000
19.86,127.452632,0.04272000
19.87,127.536842,0.04263000
19.88,127.621053,0.04254000
19.89,127.705263,0.04245000
19.90,127.789474,0.04236000
19.91,127.873684,0.04227000
19.92,127.957895,0.04218000
19.93,128.042105,0.04209000
19.94,128.126316,0.04200000
19.95,128.210526,0.04200000
19.96,128.294737,0.04200000
19.97,128.378947,0.04200000
19.98,128.463158,0.04200000
19.99,128.547368,0.04200000
20.00,128.631579,0.04200000

