wl,Ag_n,PDMS_n
18.980000,31.970370,1.491829
18.990000,31.999074,1.491908
19.000000,32.027778,1.491987
19.010000,32.056481,1.492066
19.020000,32.085185,1.492145
19.030000,32.113889,1.492224
19.040000,32.142593,1.492303
19.050000,32.171296,1.492382
19.060000,32.200000,1.492461
19.070000,32.228621,1.492472
19.080000,32.257241,1.492403
19.090000,32.285862,1.492335
19.100000,32.314483,1.492267
19.110000,32.343103,1.492199
19.120000,32.371724,1.492130
19.130000,32.400345,1.492062
19.140000,32.428966,1.491994
19.150000,32.457586,1.491926
19.160000,32.486207,1.491857
19.170000,32.514828,1.491789
19.180000,32.543448,1.491721
19.190000,32.572069,1.491652
19.200000,32.600690,1.491584
19.210000,32.629310,1.491516
19.220000,32.657931,1.491448
19.230000,32.686552,1.491379
19.240000,32.715172,1.491311
19.250000,32.743793,1.491243
19.260000,32.772414,1.491174
19.270000,32.801034,1.491106
19.280000,32.829655,1.491038
19.290000,32.858276,1.490970
19.300000,32.886897,1.490901
19.310000,32.915517,1.490833
19.320000,32.944138,1.490765
19.330000,32.972759,1.490697
19.340000,33.001379,1.490628
19.350000,33.030000,1.490386
19.360000,33.058621,1.490211
19.370000,33.087241,1.490037
19.380000,33.115862,1.489863
19.390000,33.144483,1.489688
19.400000,33.173103,1.489514
19.410000,33.201724,1.489340
19.420000,33.230345,1.489165
19.430000,33.258966,1.488991
19.440000,33.287586,1.488817
19.450000,33.316207,1.488642
19.460000,33.344828,1.488468
19.470000,33.373448,1.488294
19.480000,33.402069,1.488119
19.490000,33.430690,1.487945
19.500000,33.459310,1.487771
19.510000,33.487931,1.487596
19.520000,33.516552,1.487422
19.530000,33.545172,1.487248
19.540000,33.573793,1.487073
19.550000,33.602414,1.486899
19.560000,33.631034,1.486725
19.570000,33.659655,1.486550
19.580000,33.688276,1.486376
19.590000,33.716897,1.486202
19.600000,33.745517,1.486027
19.610000,33.774138,1.485853
19.620000,33.802759,1.485679
19.630000,33.831379,1.485504
19.640000,33.860000,1.485330
19.650000,33.907105,1.485175
19.660000,33.954211,1.485019
19.670000,34.001316,1.484864
19.680000,34.048421,1.484708
19.690000,34.095526,1.484553
19.700000,34.142632,1.484397
19.710000,34.189737,1.484242
19.720000,34.236842,1.484086
19.730000,34.283947,1.483931
19.740000,34.331053,1.483775
19.750000,34.378158,1.483620
19.760000,34.425263,1.483464
19.770000,34.472368,1.483309
19.780000,34.519474,1.483153
19.790000,34.566579,1.482998
19.800000,34.613684,1.482842
19.810000,34.660789,1.482687
19.820000,34.707895,1.482531
19.830000,34.755000,1.482376
19.840000,34.802105,1.482220
19.850000,34.849211,1.482065
19.860000,34.896316,1.481909
19.870000,34.943421,1.481754
19.880000,34.990526,1.481598
19.890000,35.037632,1.481443
19.900000,35.084737,1.481287
19.910000,35.131842,1.481132
19.920000,35.178947,1.480976
19.930000,35.226053,1.480821
19.940000,35.273158,1.480665
19.950000,35.320263,1.480510
19.960000,35.367368,1.480510
19.970000,35.414474,1.480510
19.980000,35.461579,1.480510
19.990000,35.508684,1.480510
20.000000,35.555789,1.480510
